customer_id,first_name,last_name,city,signup_date,segment
471,Name471,Surname471,Bangalore,2023-05-26,Consumer
472,Name472,Surname472,Chennai,2022-10-20,Corporate
473,Name473,Surname473,Bangalore,2022-01-20,Consumer
474,Name474,Surname474,Kolkata,2022-10-09,Corporate
475,Name475,Surname475,Hyderabad,2024-03-07,Corporate
476,Name476,Surname476,Hyderabad,2022-01-01,Corporate
477,Name477,Surname477,Bangalore,2022-04-29,Corporate
478,Name478,Surname478,Mumbai,2022-02-04,Consumer
479,Name479,Surname479,Pune,2022-07-17,SmallBusiness
480,Name480,Surname480,Pune,2023-04-30,Corporate
481,Name481,Surname481,Bangalore,2024-01-27,Consumer
482,Name482,Surname482,Delhi,2022-02-28,Corporate
483,Name483,Surname483,Delhi,2024-04-16,Consumer
484,Name484,Surname484,Pune,2022-06-10,Consumer
485,Name485,Surname485,Pune,2023-11-22,Consumer
486,Name486,Surname486,Hyderabad,2022-07-25,SmallBusiness
487,Name487,Surname487,Mumbai,2022-01-12,Consumer
488,Name488,Surname488,Kolkata,2023-05-05,Consumer
489,Name489,Surname489,Delhi,2022-10-03,SmallBusiness
490,Name490,Surname490,Pune,2023-11-24,SmallBusiness
491,Name491,Surname491,Hyderabad,2022-08-30,Consumer
492,Name492,Surname492,Chennai,2022-08-04,SmallBusiness
493,Name493,Surname493,Hyderabad,2022-09-08,Corporate
494,Name494,Surname494,Delhi,2024-03-21,Corporate
495,Name495,Surname495,Delhi,2022-05-06,SmallBusiness
496,Name496,Surname496,Hyderabad,2022-08-05,SmallBusiness
497,Name497,Surname497,Kolkata,2022-11-02,Consumer
498,Name498,Surname498,Bangalore,2024-03-07,SmallBusiness
499,Name499,Surname499,Delhi,2022-07-04,Consumer
500,Name500,Surname500,Hyderabad,2022-02-08,Corporate
501,Name501,Surname501,Pune,2022-08-11,SmallBusiness
502,Name502,Surname502,Hyderabad,2022-07-03,Consumer
503,Name503,Surname503,Mumbai,2023-05-10,Consumer
504,Name504,Surname504,Bangalore,2023-03-03,Corporate
505,Name505,Surname505,Chennai,2022-06-27,SmallBusiness
506,Name506,Surname506,Kolkata,2023-03-04,Corporate
507,Name507,Surname507,Chennai,2022-10-21,Consumer
508,Name508,Surname508,Bangalore,2024-05-01,Consumer
509,Name509,Surname509,Bangalore,2022-05-31,SmallBusiness
510,Name510,Surname510,Bangalore,2023-01-19,Consumer
511,Name511,Surname511,Chennai,2023-09-30,SmallBusiness
512,Name512,Surname512,Pune,2024-03-23,Corporate
513,Name513,Surname513,Bangalore,2022-11-04,SmallBusiness
514,Name514,Surname514,Hyderabad,2022-12-02,SmallBusiness
515,Name515,Surname515,Chennai,2024-01-16,Consumer
516,Name516,Surname516,Bangalore,2024-06-10,Consumer
517,Name517,Surname517,Hyderabad,2023-01-10,SmallBusiness
518,Name518,Surname518,Pune,2022-01-08,Consumer
519,Name519,Surname519,Mumbai,2022-12-07,Consumer
520,Name520,Surname520,Pune,2022-05-09,Consumer
521,Name521,Surname521,Bangalore,2024-02-15,SmallBusiness
522,Name522,Surname522,Chennai,2023-10-31,Consumer
523,Name523,Surname523,Delhi,2022-12-18,SmallBusiness
524,Name524,Surname524,Bangalore,2022-12-24,Consumer
525,Name525,Surname525,Delhi,2023-06-01,Corporate
526,Name526,Surname526,Hyderabad,2023-05-10,Consumer
527,Name527,Surname527,Mumbai,2022-03-27,Consumer
528,Name528,Surname528,Kolkata,2022-06-24,SmallBusiness
529,Name529,Surname529,Pune,2024-03-12,SmallBusiness
530,Name530,Surname530,Mumbai,2022-07-12,Consumer
531,Name531,Surname531,Bangalore,2022-11-07,Corporate
532,Name532,Surname532,Delhi,2022-04-29,Consumer
533,Name533,Surname533,Pune,2022-08-06,Consumer
534,Name534,Surname534,Delhi,2023-03-03,Corporate
535,Name535,Surname535,Chennai,2023-02-18,SmallBusiness
536,Name536,Surname536,Delhi,2022-04-24,Consumer
537,Name537,Surname537,Chennai,2022-05-25,SmallBusiness
538,Name538,Surname538,Hyderabad,2023-06-22,SmallBusiness
539,Name539,Surname539,Pune,2023-10-10,Corporate
540,Name540,Surname540,Pune,2022-10-30,Corporate
541,Name541,Surname541,Kolkata,2024-01-14,SmallBusiness
542,Name542,Surname542,Bangalore,2024-05-30,Consumer
543,Name543,Surname543,Chennai,2023-08-11,SmallBusiness
544,Name544,Surname544,Kolkata,2024-04-19,Consumer
545,Name545,Surname545,Delhi,2022-12-11,Consumer
546,Name546,Surname546,Delhi,2024-03-24,Corporate
547,Name547,Surname547,Kolkata,2024-03-11,Consumer
548,Name548,Surname548,Pune,2022-01-01,Consumer
549,Name549,Surname549,Delhi,2022-05-27,SmallBusiness
550,Name550,Surname550,Hyderabad,2022-10-14,Corporate
551,Name551,Surname551,Hyderabad,2023-10-16,Consumer
552,Name552,Surname552,Kolkata,2022-02-22,Consumer
553,Name553,Surname553,Chennai,2022-10-31,Corporate
554,Name554,Surname554,Chennai,2022-03-10,SmallBusiness
555,Name555,Surname555,Kolkata,2022-12-27,Corporate
556,Name556,Surname556,Chennai,2023-08-25,Corporate
557,Name557,Surname557,Pune,2022-08-08,Consumer
558,Name558,Surname558,Pune,2023-12-05,Consumer
559,Name559,Surname559,Chennai,2023-07-29,SmallBusiness
560,Name560,Surname560,Hyderabad,2023-08-08,Consumer
561,Name561,Surname561,Chennai,2022-06-10,Consumer
562,Name562,Surname562,Pune,2023-11-12,Corporate
563,Name563,Surname563,Mumbai,2022-03-30,Consumer
564,Name564,Surname564,Bangalore,2023-11-19,SmallBusiness
565,Name565,Surname565,Delhi,2024-02-20,Corporate
566,Name566,Surname566,Mumbai,2023-08-08,SmallBusiness
567,Name567,Surname567,Chennai,2024-01-27,Corporate
568,Name568,Surname568,Hyderabad,2023-08-12,Consumer
569,Name569,Surname569,Kolkata,2022-06-08,Corporate
570,Name570,Surname570,Chennai,2023-05-04,Corporate
571,Name571,Surname571,Hyderabad,2022-11-20,Consumer
572,Name572,Surname572,Bangalore,2023-09-02,Consumer
573,Name573,Surname573,Chennai,2023-01-16,SmallBusiness
574,Name574,Surname574,Pune,2022-04-12,SmallBusiness
575,Name575,Surname575,Kolkata,2023-05-09,Consumer
576,Name576,Surname576,Hyderabad,2023-10-06,Consumer
577,Name577,Surname577,Hyderabad,2023-09-06,Consumer
578,Name578,Surname578,Hyderabad,2022-01-19,Corporate
579,Name579,Surname579,Bangalore,2023-03-30,Corporate
580,Name580,Surname580,Chennai,2023-04-27,Corporate
581,Name581,Surname581,Bangalore,2023-08-17,Consumer
582,Name582,Surname582,Delhi,2023-02-01,SmallBusiness
583,Name583,Surname583,Delhi,2022-10-06,Consumer
584,Name584,Surname584,Chennai,2024-04-30,Corporate
585,Name585,Surname585,Pune,2022-12-31,Corporate
586,Name586,Surname586,Bangalore,2022-11-27,Consumer
587,Name587,Surname587,Kolkata,2023-10-03,Consumer
588,Name588,Surname588,Hyderabad,2022-12-10,Corporate
589,Name589,Surname589,Hyderabad,2024-04-01,Corporate
590,Name590,Surname590,Chennai,2023-03-31,Corporate
591,Name591,Surname591,Pune,2023-08-24,Consumer
592,Name592,Surname592,Delhi,2023-12-26,Corporate
593,Name593,Surname593,Delhi,2023-10-17,Corporate
594,Name594,Surname594,Hyderabad,2022-03-06,SmallBusiness
595,Name595,Surname595,Chennai,2022-03-17,Consumer
596,Name596,Surname596,Bangalore,2023-12-12,SmallBusiness
597,Name597,Surname597,Delhi,2022-05-23,SmallBusiness
598,Name598,Surname598,Bangalore,2024-04-07,Corporate
599,Name599,Surname599,Pune,2023-08-28,Consumer
600,Name600,Surname600,Delhi,2023-04-18,Corporate
601,Name601,Surname601,Delhi,2023-02-21,Consumer
602,Name602,Surname602,Mumbai,2022-11-01,SmallBusiness
603,Name603,Surname603,Delhi,2024-01-06,Consumer
604,Name604,Surname604,Kolkata,2023-05-12,Corporate
605,Name605,Surname605,Chennai,2022-10-18,Corporate
606,Name606,Surname606,Chennai,2022-04-12,Corporate
607,Name607,Surname607,Bangalore,2022-09-24,Consumer
608,Name608,Surname608,Pune,2024-05-16,SmallBusiness
609,Name609,Surname609,Delhi,2023-09-14,SmallBusiness
610,Name610,Surname610,Kolkata,2024-04-21,Consumer
611,Name611,Surname611,Bangalore,2024-02-16,Corporate
612,Name612,Surname612,Mumbai,2022-01-03,SmallBusiness
613,Name613,Surname613,Bangalore,2022-03-26,Corporate
614,Name614,Surname614,Bangalore,2024-03-04,Consumer
615,Name615,Surname615,Delhi,2022-11-24,Corporate
616,Name616,Surname616,Mumbai,2024-03-26,SmallBusiness
617,Name617,Surname617,Bangalore,2023-03-26,SmallBusiness
618,Name618,Surname618,Kolkata,2023-03-30,Corporate
619,Name619,Surname619,Kolkata,2023-09-21,Consumer
620,Name620,Surname620,Chennai,2022-08-09,Corporate
621,Name621,Surname621,Mumbai,2022-06-03,Consumer
622,Name622,Surname622,Mumbai,2023-10-27,Corporate
623,Name623,Surname623,Chennai,2022-01-12,SmallBusiness
624,Name624,Surname624,Bangalore,2022-05-13,Consumer
625,Name625,Surname625,Mumbai,2022-10-31,Consumer
626,Name626,Surname626,Kolkata,2022-10-20,Consumer
627,Name627,Surname627,Kolkata,2022-10-27,SmallBusiness
628,Name628,Surname628,Delhi,2024-01-10,Corporate
629,Name629,Surname629,Mumbai,2024-02-22,SmallBusiness
630,Name630,Surname630,Bangalore,2022-02-12,Consumer
631,Name631,Surname631,Chennai,2022-12-09,Corporate
632,Name632,Surname632,Chennai,2022-11-22,SmallBusiness
633,Name633,Surname633,Bangalore,2024-03-24,Consumer
634,Name634,Surname634,Pune,2023-05-13,Consumer
635,Name635,Surname635,Hyderabad,2022-12-30,SmallBusiness
636,Name636,Surname636,Delhi,2024-06-09,SmallBusiness
637,Name637,Surname637,Chennai,2023-03-03,SmallBusiness
638,Name638,Surname638,Mumbai,2022-01-21,Consumer
639,Name639,Surname639,Delhi,2023-02-11,SmallBusiness
640,Name640,Surname640,Mumbai,2023-09-11,Consumer
641,Name641,Surname641,Pune,2022-12-02,SmallBusiness
642,Name642,Surname642,Kolkata,2024-03-25,Consumer
643,Name643,Surname643,Delhi,2022-04-27,Consumer
644,Name644,Surname644,Chennai,2022-05-04,Corporate
645,Name645,Surname645,Delhi,2023-02-03,SmallBusiness
646,Name646,Surname646,Delhi,2024-03-03,SmallBusiness
647,Name647,Surname647,Delhi,2024-03-14,Consumer
648,Name648,Surname648,Hyderabad,2023-12-16,Consumer
649,Name649,Surname649,Delhi,2022-02-20,Consumer
650,Name650,Surname650,Mumbai,2024-02-22,Corporate
651,Name651,Surname651,Kolkata,2022-11-20,Corporate
652,Name652,Surname652,Pune,2024-02-28,Consumer
653,Name653,Surname653,Bangalore,2022-05-21,SmallBusiness
654,Name654,Surname654,Delhi,2023-04-15,SmallBusiness
655,Name655,Surname655,Chennai,2024-02-26,Corporate
656,Name656,Surname656,Delhi,2024-03-12,Corporate
657,Name657,Surname657,Chennai,2022-11-30,Consumer
658,Name658,Surname658,Mumbai,2024-06-11,SmallBusiness
659,Name659,Surname659,Chennai,2023-01-08,Consumer
660,Name660,Surname660,Bangalore,2023-07-18,Corporate
661,Name661,Surname661,Kolkata,2023-05-09,SmallBusiness
662,Name662,Surname662,Chennai,2023-06-23,SmallBusiness
663,Name663,Surname663,Chennai,2023-10-31,Corporate
664,Name664,Surname664,Kolkata,2024-01-21,Consumer
665,Name665,Surname665,Bangalore,2022-06-05,Consumer
666,Name666,Surname666,Delhi,2022-10-18,SmallBusiness
667,Name667,Surname667,Chennai,2023-10-10,Corporate
668,Name668,Surname668,Kolkata,2022-05-24,SmallBusiness
669,Name669,Surname669,Mumbai,2022-04-16,Corporate
670,Name670,Surname670,Kolkata,2023-02-24,Consumer
671,Name671,Surname671,Mumbai,2023-11-01,Corporate
672,Name672,Surname672,Bangalore,2023-10-20,Consumer
673,Name673,Surname673,Delhi,2022-01-02,Corporate
674,Name674,Surname674,Kolkata,2023-08-12,SmallBusiness
675,Name675,Surname675,Pune,2023-10-06,Consumer
676,Name676,Surname676,Pune,2022-03-31,SmallBusiness
677,Name677,Surname677,Hyderabad,2022-12-11,SmallBusiness
678,Name678,Surname678,Chennai,2022-12-16,Consumer
679,Name679,Surname679,Bangalore,2023-04-04,Consumer
680,Name680,Surname680,Kolkata,2022-09-20,SmallBusiness
681,Name681,Surname681,Pune,2022-12-17,SmallBusiness
682,Name682,Surname682,Chennai,2022-04-18,SmallBusiness
683,Name683,Surname683,Pune,2023-08-09,SmallBusiness
684,Name684,Surname684,Kolkata,2022-02-08,Consumer
685,Name685,Surname685,Mumbai,2022-06-08,Consumer
686,Name686,Surname686,Kolkata,2023-08-06,SmallBusiness
687,Name687,Surname687,Hyderabad,2022-11-08,Corporate
688,Name688,Surname688,Kolkata,2022-08-29,Corporate
689,Name689,Surname689,Kolkata,2023-03-21,Consumer
690,Name690,Surname690,Hyderabad,2022-10-25,SmallBusiness
691,Name691,Surname691,Bangalore,2022-02-05,SmallBusiness
692,Name692,Surname692,Kolkata,2022-03-25,Consumer
693,Name693,Surname693,Hyderabad,2023-03-28,Corporate
694,Name694,Surname694,Chennai,2024-06-04,Corporate
695,Name695,Surname695,Mumbai,2024-02-14,Corporate
696,Name696,Surname696,Mumbai,2024-04-01,Consumer
697,Name697,Surname697,Kolkata,2023-01-20,Corporate
698,Name698,Surname698,Bangalore,2022-06-21,Consumer
699,Name699,Surname699,Bangalore,2023-01-11,Consumer
700,Name700,Surname700,Chennai,2023-11-16,SmallBusiness
701,Name701,Surname701,Kolkata,2022-12-28,Corporate
702,Name702,Surname702,Mumbai,2023-07-13,Consumer
703,Name703,Surname703,Bangalore,2024-06-09,Corporate
704,Name704,Surname704,Kolkata,2022-05-21,Corporate
705,Name705,Surname705,Pune,2024-06-05,SmallBusiness
706,Name706,Surname706,Bangalore,2022-04-28,Corporate
707,Name707,Surname707,Hyderabad,2022-10-04,SmallBusiness
708,Name708,Surname708,Pune,2023-12-27,Consumer
709,Name709,Surname709,Bangalore,2022-08-08,Corporate
710,Name710,Surname710,Mumbai,2022-01-26,Consumer
711,Name711,Surname711,Delhi,2023-06-05,Corporate
712,Name712,Surname712,Pune,2024-02-22,Consumer
713,Name713,Surname713,Chennai,2022-01-10,Corporate
714,Name714,Surname714,Chennai,2023-01-13,Corporate
715,Name715,Surname715,Mumbai,2023-09-25,Corporate
716,Name716,Surname716,Bangalore,2023-09-29,Corporate
717,Name717,Surname717,Kolkata,2023-11-13,Corporate
718,Name718,Surname718,Bangalore,2023-08-07,Corporate
719,Name719,Surname719,Mumbai,2022-06-01,Corporate
720,Name720,Surname720,Chennai,2023-12-21,Corporate
721,Name721,Surname721,Bangalore,2022-02-18,Corporate
722,Name722,Surname722,Chennai,2022-06-03,Consumer
723,Name723,Surname723,Pune,2024-05-08,SmallBusiness
724,Name724,Surname724,Kolkata,2022-10-20,Corporate
725,Name725,Surname725,Pune,2023-08-03,SmallBusiness
726,Name726,Surname726,Chennai,2022-02-19,Corporate
727,Name727,Surname727,Chennai,2023-10-26,Corporate
728,Name728,Surname728,Delhi,2023-06-15,Consumer
729,Name729,Surname729,Delhi,2023-09-04,Consumer
730,Name730,Surname730,Pune,2022-03-01,SmallBusiness
731,Name731,Surname731,Hyderabad,2022-06-16,Consumer
732,Name732,Surname732,Pune,2022-07-21,Consumer
733,Name733,Surname733,Delhi,2024-05-06,SmallBusiness
734,Name734,Surname734,Chennai,2022-05-26,Consumer
735,Name735,Surname735,Mumbai,2023-11-07,Corporate
736,Name736,Surname736,Pune,2023-03-15,SmallBusiness
737,Name737,Surname737,Chennai,2022-08-30,SmallBusiness
738,Name738,Surname738,Mumbai,2023-08-04,Corporate
739,Name739,Surname739,Mumbai,2023-11-18,Consumer
740,Name740,Surname740,Delhi,2023-07-15,SmallBusiness
741,Name741,Surname741,Pune,2023-04-28,SmallBusiness
742,Name742,Surname742,Bangalore,2022-04-18,Corporate
743,Name743,Surname743,Kolkata,2022-08-14,Corporate
744,Name744,Surname744,Delhi,2023-11-04,Consumer
745,Name745,Surname745,Delhi,2023-09-23,SmallBusiness
746,Name746,Surname746,Bangalore,2023-10-23,Consumer
747,Name747,Surname747,Kolkata,2023-10-24,Consumer
748,Name748,Surname748,Chennai,2023-03-08,Corporate
749,Name749,Surname749,Hyderabad,2024-03-15,SmallBusiness
750,Name750,Surname750,Pune,2023-10-17,SmallBusiness
751,Name751,Surname751,Hyderabad,2023-02-23,SmallBusiness
752,Name752,Surname752,Chennai,2023-03-31,Corporate
753,Name753,Surname753,Delhi,2022-06-09,Corporate
754,Name754,Surname754,Kolkata,2023-06-07,Corporate
755,Name755,Surname755,Delhi,2023-10-12,Corporate
756,Name756,Surname756,Mumbai,2023-08-13,Corporate
757,Name757,Surname757,Delhi,2022-03-18,SmallBusiness
758,Name758,Surname758,Delhi,2023-05-24,Consumer
759,Name759,Surname759,Chennai,2023-03-17,SmallBusiness
760,Name760,Surname760,Chennai,2022-09-11,Consumer
761,Name761,Surname761,Chennai,2024-02-09,Corporate
762,Name762,Surname762,Hyderabad,2022-11-16,Consumer
763,Name763,Surname763,Mumbai,2024-03-13,SmallBusiness
764,Name764,Surname764,Chennai,2022-09-20,SmallBusiness
765,Name765,Surname765,Kolkata,2023-08-20,Consumer
766,Name766,Surname766,Hyderabad,2023-10-20,Corporate
767,Name767,Surname767,Bangalore,2024-04-14,Corporate
768,Name768,Surname768,Kolkata,2023-07-08,SmallBusiness
769,Name769,Surname769,Pune,2023-01-09,Consumer
770,Name770,Surname770,Pune,2023-09-29,Corporate
771,Name771,Surname771,Kolkata,2022-06-16,Corporate
772,Name772,Surname772,Chennai,2024-01-23,SmallBusiness
773,Name773,Surname773,Bangalore,2023-04-04,Corporate
774,Name774,Surname774,Bangalore,2022-10-07,Consumer
775,Name775,Surname775,Hyderabad,2023-12-01,SmallBusiness
776,Name776,Surname776,Bangalore,2022-10-29,SmallBusiness
777,Name777,Surname777,Pune,2023-06-15,Consumer
778,Name778,Surname778,Mumbai,2023-08-03,SmallBusiness
779,Name779,Surname779,Chennai,2022-08-06,Corporate
780,Name780,Surname780,Bangalore,2022-04-12,Corporate
781,Name781,Surname781,Hyderabad,2023-07-08,Consumer
782,Name782,Surname782,Pune,2022-10-15,Corporate
783,Name783,Surname783,Mumbai,2022-06-16,Consumer
784,Name784,Surname784,Delhi,2023-09-13,Consumer
785,Name785,Surname785,Delhi,2022-02-05,Corporate
786,Name786,Surname786,Mumbai,2024-01-14,Consumer
787,Name787,Surname787,Pune,2024-01-11,Corporate
788,Name788,Surname788,Hyderabad,2022-12-19,SmallBusiness
789,Name789,Surname789,Mumbai,2023-11-07,SmallBusiness
790,Name790,Surname790,Chennai,2024-06-17,Consumer
791,Name791,Surname791,Chennai,2022-03-14,Corporate
792,Name792,Surname792,Delhi,2023-10-10,Corporate
793,Name793,Surname793,Bangalore,2022-12-19,SmallBusiness
794,Name794,Surname794,Hyderabad,2024-06-09,SmallBusiness
795,Name795,Surname795,Delhi,2022-03-11,Corporate
796,Name796,Surname796,Bangalore,2023-03-01,Consumer
797,Name797,Surname797,Bangalore,2023-12-09,SmallBusiness
798,Name798,Surname798,Chennai,2024-02-20,Consumer
799,Name799,Surname799,Pune,2023-07-15,Consumer
800,Name800,Surname800,Kolkata,2024-04-07,SmallBusiness
801,Name801,Surname801,Pune,2023-10-04,Consumer
802,Name802,Surname802,Kolkata,2023-06-01,Consumer
803,Name803,Surname803,Mumbai,2023-03-04,Corporate
804,Name804,Surname804,Chennai,2023-06-23,Consumer
805,Name805,Surname805,Bangalore,2022-06-09,Corporate
806,Name806,Surname806,Hyderabad,2022-05-29,SmallBusiness
807,Name807,Surname807,Kolkata,2024-02-15,SmallBusiness
808,Name808,Surname808,Pune,2022-08-18,Corporate
809,Name809,Surname809,Bangalore,2023-12-13,SmallBusiness
810,Name810,Surname810,Kolkata,2023-07-16,Consumer
811,Name811,Surname811,Kolkata,2022-03-08,Consumer
812,Name812,Surname812,Kolkata,2024-03-22,Consumer
813,Name813,Surname813,Hyderabad,2023-01-16,SmallBusiness
814,Name814,Surname814,Chennai,2022-02-27,Consumer
815,Name815,Surname815,Hyderabad,2022-09-16,SmallBusiness
816,Name816,Surname816,Delhi,2022-12-08,Consumer
817,Name817,Surname817,Bangalore,2024-04-17,Corporate
818,Name818,Surname818,Chennai,2022-05-10,SmallBusiness
819,Name819,Surname819,Chennai,2023-12-28,SmallBusiness
820,Name820,Surname820,Chennai,2022-06-21,Consumer
821,Name821,Surname821,Pune,2024-02-09,SmallBusiness
822,Name822,Surname822,Chennai,2023-09-06,SmallBusiness
823,Name823,Surname823,Hyderabad,2022-07-28,Corporate
824,Name824,Surname824,Chennai,2024-03-13,Corporate
825,Name825,Surname825,Mumbai,2022-12-20,Consumer
826,Name826,Surname826,Bangalore,2023-04-16,Corporate
827,Name827,Surname827,Chennai,2024-03-08,Consumer
828,Name828,Surname828,Bangalore,2022-04-26,Consumer
829,Name829,Surname829,Mumbai,2022-09-21,Consumer
830,Name830,Surname830,Mumbai,2023-10-24,SmallBusiness
831,Name831,Surname831,Bangalore,2024-03-22,Corporate
832,Name832,Surname832,Kolkata,2023-03-18,Consumer
833,Name833,Surname833,Delhi,2023-07-02,Corporate
834,Name834,Surname834,Pune,2023-03-29,Consumer
835,Name835,Surname835,Kolkata,2024-04-24,Corporate
836,Name836,Surname836,Kolkata,2023-04-22,Corporate
837,Name837,Surname837,Hyderabad,2022-10-14,Consumer
838,Name838,Surname838,Pune,2022-10-30,SmallBusiness
839,Name839,Surname839,Pune,2022-11-07,Corporate
840,Name840,Surname840,Kolkata,2022-07-27,SmallBusiness
841,Name841,Surname841,Chennai,2023-09-10,SmallBusiness
842,Name842,Surname842,Hyderabad,2023-03-22,Consumer
843,Name843,Surname843,Hyderabad,2023-11-01,Consumer
844,Name844,Surname844,Mumbai,2023-09-25,Consumer
845,Name845,Surname845,Pune,2022-02-24,Corporate
846,Name846,Surname846,Kolkata,2022-01-12,Consumer
847,Name847,Surname847,Mumbai,2023-10-19,Consumer
848,Name848,Surname848,Bangalore,2023-02-04,Corporate
849,Name849,Surname849,Delhi,2023-10-10,Corporate
850,Name850,Surname850,Hyderabad,2023-05-30,Consumer
851,Name851,Surname851,Bangalore,2023-10-18,Consumer
852,Name852,Surname852,Bangalore,2023-06-26,Consumer
853,Name853,Surname853,Chennai,2022-08-25,Consumer
854,Name854,Surname854,Delhi,2022-10-06,SmallBusiness
855,Name855,Surname855,Bangalore,2022-12-14,SmallBusiness
856,Name856,Surname856,Bangalore,2023-09-19,Consumer
857,Name857,Surname857,Delhi,2022-04-14,SmallBusiness
858,Name858,Surname858,Delhi,2023-09-22,Corporate
859,Name859,Surname859,Bangalore,2023-06-01,SmallBusiness
860,Name860,Surname860,Delhi,2024-05-21,SmallBusiness
861,Name861,Surname861,Bangalore,2022-09-05,Consumer
862,Name862,Surname862,Bangalore,2022-12-30,SmallBusiness
863,Name863,Surname863,Chennai,2022-11-17,SmallBusiness
864,Name864,Surname864,Kolkata,2023-09-25,SmallBusiness
865,Name865,Surname865,Bangalore,2022-10-13,SmallBusiness
866,Name866,Surname866,Mumbai,2022-05-29,Corporate
867,Name867,Surname867,Hyderabad,2022-03-25,Consumer
868,Name868,Surname868,Pune,2023-02-10,Consumer
869,Name869,Surname869,Kolkata,2023-04-01,Corporate
870,Name870,Surname870,Kolkata,2024-01-13,SmallBusiness
871,Name871,Surname871,Kolkata,2024-03-10,Corporate
872,Name872,Surname872,Chennai,2022-06-10,SmallBusiness
873,Name873,Surname873,Bangalore,2024-02-23,Corporate
874,Name874,Surname874,Chennai,2023-04-05,Consumer
875,Name875,Surname875,Bangalore,2023-07-04,Consumer
876,Name876,Surname876,Chennai,2023-05-15,Consumer
877,Name877,Surname877,Chennai,2024-01-08,SmallBusiness
878,Name878,Surname878,Hyderabad,2023-05-24,SmallBusiness
879,Name879,Surname879,Mumbai,2023-10-16,Corporate
880,Name880,Surname880,Chennai,2024-03-14,Corporate
881,Name881,Surname881,Hyderabad,2023-04-26,Consumer
882,Name882,Surname882,Delhi,2023-10-25,SmallBusiness
883,Name883,Surname883,Mumbai,2022-04-24,Corporate
884,Name884,Surname884,Chennai,2024-01-19,SmallBusiness
885,Name885,Surname885,Pune,2023-08-01,SmallBusiness
886,Name886,Surname886,Kolkata,2022-12-27,Consumer
887,Name887,Surname887,Delhi,2022-12-07,Consumer
888,Name888,Surname888,Delhi,2024-02-09,SmallBusiness
889,Name889,Surname889,Hyderabad,2024-01-31,SmallBusiness
890,Name890,Surname890,Delhi,2023-03-25,SmallBusiness
891,Name891,Surname891,Mumbai,2024-04-22,SmallBusiness
892,Name892,Surname892,Chennai,2024-04-14,Consumer
893,Name893,Surname893,Chennai,2022-06-29,Corporate
894,Name894,Surname894,Pune,2023-12-03,Consumer
895,Name895,Surname895,Kolkata,2023-02-11,Corporate
896,Name896,Surname896,Hyderabad,2023-10-28,SmallBusiness
897,Name897,Surname897,Kolkata,2022-07-15,Corporate
898,Name898,Surname898,Delhi,2023-04-11,Consumer
899,Name899,Surname899,Pune,2022-11-07,Consumer
900,Name900,Surname900,Kolkata,2022-09-19,SmallBusiness
901,Name901,Surname901,Mumbai,2023-02-23,Consumer
902,Name902,Surname902,Chennai,2023-02-10,SmallBusiness
903,Name903,Surname903,Delhi,2022-05-23,Consumer
904,Name904,Surname904,Pune,2022-12-08,Consumer
905,Name905,Surname905,Kolkata,2022-11-12,SmallBusiness
906,Name906,Surname906,Hyderabad,2022-04-11,Corporate
907,Name907,Surname907,Mumbai,2022-09-01,Consumer
908,Name908,Surname908,Mumbai,2023-05-05,Corporate
909,Name909,Surname909,Kolkata,2022-01-12,Consumer
910,Name910,Surname910,Chennai,2022-08-27,Consumer
911,Name911,Surname911,Kolkata,2023-07-15,Consumer
912,Name912,Surname912,Delhi,2022-02-11,Consumer
913,Name913,Surname913,Kolkata,2023-11-09,Corporate
914,Name914,Surname914,Mumbai,2023-08-17,Corporate
915,Name915,Surname915,Pune,2023-03-05,Consumer
916,Name916,Surname916,Kolkata,2024-03-13,Consumer
917,Name917,Surname917,Chennai,2022-06-07,Corporate
918,Name918,Surname918,Pune,2022-08-04,SmallBusiness
919,Name919,Surname919,Hyderabad,2023-11-01,SmallBusiness
920,Name920,Surname920,Bangalore,2023-04-07,Corporate
921,Name921,Surname921,Kolkata,2022-05-14,Consumer
922,Name922,Surname922,Chennai,2022-03-08,Consumer
923,Name923,Surname923,Pune,2024-04-27,SmallBusiness
924,Name924,Surname924,Chennai,2022-01-07,SmallBusiness
925,Name925,Surname925,Hyderabad,2023-06-10,Corporate
926,Name926,Surname926,Mumbai,2022-03-14,SmallBusiness
927,Name927,Surname927,Chennai,2023-02-03,Corporate
928,Name928,Surname928,Pune,2023-02-09,SmallBusiness
929,Name929,Surname929,Chennai,2023-11-06,SmallBusiness
930,Name930,Surname930,Chennai,2023-08-01,SmallBusiness
931,Name931,Surname931,Chennai,2024-05-08,Consumer
932,Name932,Surname932,Delhi,2022-05-10,Consumer
933,Name933,Surname933,Delhi,2023-04-11,Consumer
934,Name934,Surname934,Mumbai,2022-07-25,SmallBusiness
935,Name935,Surname935,Kolkata,2024-02-27,Corporate
936,Name936,Surname936,Chennai,2024-02-07,Corporate
937,Name937,Surname937,Hyderabad,2022-09-23,Corporate
938,Name938,Surname938,Kolkata,2023-06-21,Corporate
939,Name939,Surname939,Hyderabad,2024-03-03,Consumer
940,Name940,Surname940,Kolkata,2022-09-10,Consumer
941,Name941,Surname941,Mumbai,2024-04-01,SmallBusiness
942,Name942,Surname942,Chennai,2022-10-16,SmallBusiness
943,Name943,Surname943,Chennai,2022-06-13,Corporate
944,Name944,Surname944,Bangalore,2022-04-05,Consumer
